StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label
1970/01/01 01:20:55.021824,542.002808,arp,192.168.1.112,,  who,192.168.1.135,,RSP,,,5,210,0,
1970/01/01 01:20:55.021984,0.001319,tcp,192.168.1.112,49436,   ->,192.168.1.135,445,FSA_SRA,0,0,6,348,174,
1970/01/01 01:21:03.203337,0.000290,udp,fd2d:ab8c:225:0:79ec:26b9:bb98:fae8,55940,  <->,fd2d:ab8c:225::1,53,CON,0,0,2,176,88,
1970/01/01 01:21:03.205492,0.000243,udp,fd2d:ab8c:225:0:79ec:26b9:bb98:fae8,56574,  <->,fd2d:ab8c:225::1,53,CON,0,0,2,176,88,
1970/01/01 01:21:05.777705,9.001708,tcp,192.168.1.112,49443,   ->,192.168.1.132,80,S_,0,,3,194,194,
1970/01/01 01:21:05.780681,8.998869,tcp,192.168.1.112,49444,   ->,192.168.1.135,80,S_,0,,3,194,194,
1970/01/01 01:21:57.447772,9.003223,tcp,192.168.1.112,49471,   ->,192.168.1.2,445,S_,0,,3,194,194,
1970/01/01 01:22:10.448283,1.002488,tcp,192.168.1.112,49478,   ->,192.168.1.1,445,S_RA,0,0,6,374,194,
1970/01/01 01:22:23.448487,126.825363,tcp,192.168.1.112,49486,   ->,192.168.1.135,445,SPA_SRPA,0,0,21,2312,1229,
1970/01/01 01:22:23.448938,453.574738,arp,192.168.1.135,,  who,192.168.1.112,,RSP,,,4,168,0,
1970/01/01 01:22:23.453951,2.247888,tcp,192.168.1.112,49487,   ->,192.168.1.135,445,FSPA_SRPA,0,0,92,74008,71609,
1970/01/01 01:22:24.570963,1.120141,tcp,192.168.1.112,49488,   ->,192.168.1.135,445,FSPA_SRPA,0,0,11,1150,558,
1970/01/01 01:22:24.573225,1.125831,tcp,192.168.1.112,49489,   ->,192.168.1.135,445,FSPA_SRA,0,0,12,4876,4594,
1970/01/01 01:22:24.573332,1.125844,tcp,192.168.1.112,49490,   ->,192.168.1.135,445,FSPA_SRA,0,0,12,4876,4594,
1970/01/01 01:22:24.574135,1.125312,tcp,192.168.1.112,49491,   ->,192.168.1.135,445,FSPA_SRA,0,0,12,4876,4594,
1970/01/01 01:22:24.574778,1.125037,tcp,192.168.1.112,49492,   ->,192.168.1.135,445,FSPA_SRA,0,0,12,4876,4594,
1970/01/01 01:22:24.576416,1.123541,tcp,192.168.1.112,49493,   ->,192.168.1.135,445,FSPA_SRA,0,0,12,4876,4594,
1970/01/01 01:22:24.576557,1.123570,tcp,192.168.1.112,49494,   ->,192.168.1.135,445,FSPA_SRA,0,0,12,4876,4594,
1970/01/01 01:22:24.577327,1.122971,tcp,192.168.1.112,49495,   ->,192.168.1.135,445,FSPA_SRA,0,0,12,4876,4594,
1970/01/01 01:22:24.577432,1.123045,tcp,192.168.1.112,49496,   ->,192.168.1.135,445,FSPA_SRA,0,0,12,4876,4594,
1970/01/01 01:22:24.578027,1.122616,tcp,192.168.1.112,49497,   ->,192.168.1.135,445,FSPA_SRA,0,0,12,4876,4594,
1970/01/01 01:22:24.578166,1.122655,tcp,192.168.1.112,49498,   ->,192.168.1.135,445,FSPA_SRA,0,0,12,4876,4594,
1970/01/01 01:22:24.578757,1.122259,tcp,192.168.1.112,49499,   ->,192.168.1.135,445,FSPA_SRA,0,0,12,4876,4594,
1970/01/01 01:22:24.578948,1.122232,tcp,192.168.1.112,49500,   ->,192.168.1.135,445,FSPA_SRA,0,0,12,4876,4594,
1970/01/01 01:22:24.579285,1.122059,tcp,192.168.1.112,49501,   ->,192.168.1.135,445,FSPA_SRA,0,0,12,4876,4594,
1970/01/01 01:22:24.579592,1.113689,tcp,192.168.1.112,49502,   ->,192.168.1.135,445,FSPA_SRPA,0,0,10,1020,504,
1970/01/01 01:22:25.691023,0.010403,tcp,192.168.1.112,49504,   ->,192.168.1.135,445,FSPA_SRA,0,0,10,4768,4540,
1970/01/01 01:22:25.691606,0.009900,tcp,192.168.1.112,49505,   ->,192.168.1.135,445,FSPA_SRA,0,0,10,4760,4536,
1970/01/01 01:22:25.691745,0.009842,tcp,192.168.1.112,49506,   ->,192.168.1.135,445,FSPA_SRA,0,0,10,4760,4536,
1970/01/01 01:22:25.692245,0.009424,tcp,192.168.1.112,49507,   ->,192.168.1.135,445,FSPA_SRA,0,0,10,4760,4536,
1970/01/01 01:22:25.692472,0.009279,tcp,192.168.1.112,49508,   ->,192.168.1.135,445,FSPA_SRA,0,0,7,526,356,
1970/01/01 01:22:26.811918,1.192106,tcp,192.168.1.112,49509,   ->,192.168.1.135,445,FSPA_SRPA,0,0,628,548162,529239,
1970/01/01 01:22:28.199676,8.847913,tcp,192.168.1.112,49511,   ->,192.168.1.132,445,S_,0,,3,194,194,
1970/01/01 01:23:03.836805,61.863430,arp,192.168.1.112,,  who,192.168.1.168,,CON,,,3,162,42,
1970/01/01 01:23:03.836990,1.009421,tcp,192.168.1.112,49529,   ->,192.168.1.168,445,S_RA,0,0,6,374,194,
1970/01/01 01:23:05.052222,1.018404,tcp,192.168.1.112,49530,   ->,192.168.1.168,139,S_RA,0,0,6,374,194,
1970/01/01 01:23:08.866045,0.000200,arp,192.168.1.168,,  who,192.168.1.112,,CON,,,2,102,60,
1970/01/01 01:24:01.050397,1.012128,tcp,192.168.1.112,49558,   ->,192.168.1.168,445,S_RA,0,0,6,374,194,
1970/01/01 01:24:03.211705,0.000307,udp,fd2d:ab8c:225:0:79ec:26b9:bb98:fae8,56418,  <->,fd2d:ab8c:225::1,53,CON,0,0,2,176,88,
1970/01/01 01:24:05.770069,1.005231,tcp,192.168.1.112,49562,   ->,192.168.1.168,80,S_RA,0,0,6,374,194,
1970/01/01 01:28:28.447102,1.010491,tcp,192.168.1.135,49355,   ->,192.168.1.112,445,S_RA,0,0,6,356,194,
1970/01/01 01:29:57.024016,1.000523,tcp,192.168.1.135,49402,   ->,192.168.1.112,445,S_RA,0,0,6,356,194,
1970/01/01 01:29:59.025955,0.001390,tcp,192.168.1.135,49403,   ->,192.168.1.112,139,FSA_FSA,0,0,6,348,228,
